tick,pop_size,n_incarcerated,n_current_smokers,n_AUD,n_alcohol_abstainers,n_exits,n_entries
1,5000,0,0,0,0,0,0
2,5000,0,557,288,391,0,0
3,5000,0,568,292,396,0,0
4,5000,0,560,296,409,0,0
5,5000,0,577,297,402,0,0
6,5000,0,582,299,405,0,0
7,5000,0,581,297,394,0,0
8,5000,0,582,297,396,0,0
9,5000,0,581,294,396,0,0
10,5000,0,584,294,392,0,0
11,5000,0,590,297,390,0,0
12,5000,0,590,300,391,0,0
13,5000,0,601,303,388,0,0
14,5000,0,609,302,391,0,0
15,5000,0,610,298,393,0,0
16,5000,0,597,296,397,0,0
17,5000,0,606,292,396,0,0
18,5000,0,610,291,398,0,0
19,5000,0,622,290,398,0,0
20,5000,0,622,293,401,0,0
21,5000,0,612,288,405,0,0
22,5000,0,609,288,401,0,0
23,5000,0,619,293,404,0,0
24,5000,0,625,298,404,0,0
25,5000,0,638,305,402,0,0
26,5000,0,643,305,401,0,0
27,5000,0,657,306,407,0,0
28,5000,0,666,303,412,0,0
29,5000,0,681,306,406,0,0
30,5000,0,687,308,409,0,0
31,5000,0,677,306,411,0,0
32,5000,0,678,296,409,0,0
33,5000,0,672,297,404,0,0
34,5000,0,666,295,404,0,0
35,5000,0,669,297,405,0,0
36,5000,0,665,298,408,0,0
37,5000,0,674,299,408,0,0
38,5000,0,675,298,411,0,0
39,5000,0,679,300,421,0,0
40,5000,0,678,302,421,0,0
41,5000,0,668,300,420,0,0
42,5000,0,675,304,418,0,0
43,5000,0,671,304,419,0,0
44,5000,0,675,295,425,0,0
45,5000,0,667,294,424,0,0
46,5000,0,660,295,420,0,0
47,5000,0,655,296,414,0,0
48,5000,0,642,293,416,0,0
49,5000,0,637,294,423,0,0
50,5000,0,628,296,421,0,0
51,5000,0,637,291,424,0,0
52,5000,0,631,297,422,0,0
53,5000,0,634,299,428,0,0
54,5000,0,642,303,429,0,0
55,5000,0,652,301,425,0,0
56,5000,0,650,301,421,0,0
57,5000,0,655,306,421,0,0
58,5000,0,665,308,424,0,0
59,5000,0,673,307,420,0,0
60,5000,0,678,308,419,0,0
61,5000,0,680,308,416,0,0
62,5000,0,684,306,419,0,0
63,5000,0,680,309,416,0,0
64,5000,0,692,314,417,0,0
65,5000,0,705,314,415,0,0
66,5000,0,700,318,413,0,0
67,5000,0,694,321,417,0,0
68,5000,0,694,321,418,0,0
69,5000,0,696,320,418,0,0
70,5000,0,688,320,420,0,0
71,5000,0,692,320,420,0,0
72,5000,0,696,322,420,0,0
73,5000,0,702,324,417,0,0
74,5000,0,713,323,418,0,0
75,5000,0,700,326,415,0,0
76,5000,0,679,323,414,0,0
77,5000,0,680,325,417,0,0
78,5000,0,678,322,415,0,0
79,5000,0,680,324,415,0,0
80,5000,0,680,325,416,0,0
81,5000,0,684,325,418,0,0
82,5000,0,679,326,416,0,0
83,5000,1,682,329,420,0,0
84,5000,1,681,332,417,0,0
85,5000,1,677,333,413,0,0
86,5000,1,675,328,412,0,0
87,5000,1,680,331,407,0,0
88,5000,1,681,326,406,0,0
89,5000,1,688,328,403,0,0
90,5000,1,689,321,404,0,0
91,5000,1,684,318,404,0,0
92,5000,1,691,315,404,0,0
93,5000,1,693,314,409,0,0
94,5000,1,707,318,409,0,0
95,5000,2,708,316,413,0,0
96,5000,2,703,318,415,0,0
97,5000,2,693,316,410,0,0
98,5000,2,701,316,415,0,0
99,5000,3,696,317,415,0,0
100,5000,3,699,313,418,0,0
101,5000,3,697,312,416,0,0
102,5000,3,701,315,420,0,0
103,5000,3,700,313,418,0,0
104,5000,3,692,312,422,0,0
105,5000,2,695,313,414,0,0
106,5000,2,707,310,416,0,0
107,5000,1,718,305,410,0,0
108,5000,1,709,308,411,0,0
109,5000,1,718,310,410,0,0
110,5000,1,701,310,410,0,0
111,5000,1,704,305,407,0,0
112,5000,1,714,304,408,0,0
113,5000,1,703,308,409,0,0
114,5000,1,705,311,414,0,0
115,5000,1,701,311,413,0,0
116,5000,1,710,319,418,0,0
117,5000,1,724,321,418,0,0
118,5000,1,723,323,414,0,0
119,5000,1,723,322,411,0,0
120,5000,1,718,323,412,0,0
121,5000,1,705,321,413,0,0
122,5000,1,707,324,414,0,0
123,5000,1,701,324,417,0,0
124,5000,1,689,325,416,0,0
125,5000,1,688,322,412,0,0
126,5000,1,702,319,408,0,0
127,5000,1,705,320,407,0,0
128,5000,1,706,323,404,0,0
129,5000,1,711,319,405,0,0
130,5000,1,720,320,398,0,0
131,5000,1,719,316,399,0,0
132,5000,1,719,319,402,0,0
133,5000,1,724,317,400,0,0
134,5000,1,727,311,400,0,0
135,5000,1,727,317,396,0,0
136,5000,1,718,316,393,0,0
137,5000,1,715,315,399,0,0
138,5000,1,710,316,398,0,0
139,5000,1,712,315,400,0,0
140,5000,1,723,315,401,0,0
141,5000,1,736,314,403,0,0
142,5000,1,722,314,397,0,0
143,5000,1,723,313,402,0,0
144,5000,1,705,315,399,0,0
145,5000,1,700,314,401,0,0
146,5000,1,712,318,403,0,0
147,5000,1,720,321,403,0,0
148,5000,1,727,322,408,0,0
149,5000,1,729,322,402,0,0
150,5000,1,727,327,400,0,0
151,5000,1,721,325,403,0,0
152,5000,1,727,323,403,0,0
153,5000,1,716,325,404,0,0
154,5000,1,713,323,406,0,0
155,5000,1,709,324,406,0,0
156,5000,1,690,328,403,0,0
157,5000,1,693,324,404,0,0
158,5000,1,697,328,399,0,0
159,5000,1,698,328,399,0,0
160,5000,1,704,327,403,0,0
161,5000,1,701,331,403,0,0
162,5000,1,709,331,407,0,0
163,5000,1,702,337,403,0,0
164,5000,1,714,340,397,0,0
165,5000,1,719,338,399,0,0
166,5000,1,710,331,399,0,0
167,5000,1,727,330,403,0,0
168,5000,1,729,331,397,0,0
169,5000,1,717,334,398,0,0
170,5000,1,712,333,403,0,0
171,5000,1,711,332,410,0,0
172,5000,1,715,328,410,0,0
173,5000,1,707,333,406,0,0
174,5000,1,710,331,415,0,0
175,5000,1,701,333,422,0,0
176,5000,1,692,330,419,0,0
177,5000,0,690,330,424,0,0
178,5000,0,687,332,418,0,0
179,5000,0,698,331,415,0,0
180,5000,0,686,327,411,0,0
181,5000,0,690,325,408,0,0
182,5000,0,704,326,413,0,0
183,5000,0,702,321,409,0,0
184,5000,0,693,321,411,0,0
185,5000,0,703,324,411,0,0
186,5000,0,704,325,411,0,0
187,5000,0,701,325,411,0,0
188,5000,0,691,325,413,0,0
189,5000,0,712,325,416,0,0
190,5000,0,703,323,412,0,0
191,5000,0,708,327,410,0,0
192,5000,0,703,330,405,0,0
193,5000,0,709,326,402,0,0
194,5000,0,703,327,400,0,0
195,5000,0,701,325,396,0,0
196,5000,0,700,321,397,0,0
197,5000,0,703,318,402,0,0
198,5000,0,714,315,402,0,0
199,5000,0,718,310,400,0,0
200,5000,0,724,310,394,0,0
201,5000,0,738,307,394,0,0
202,5000,0,740,309,396,0,0
203,5000,0,741,307,401,0,0
204,5000,0,735,309,405,0,0
205,5000,0,736,307,402,0,0
206,5000,0,739,309,401,0,0
207,5000,0,742,313,401,0,0
208,5000,0,745,310,399,0,0
209,5000,0,736,311,401,0,0
210,5000,0,718,312,403,0,0
211,5000,0,719,314,404,0,0
212,5000,0,715,317,411,0,0
213,5000,0,715,318,418,0,0
214,5000,0,721,316,415,0,0
215,5000,0,721,313,418,0,0
216,5000,0,711,314,413,0,0
217,5000,0,699,315,413,0,0
218,5000,0,689,315,410,0,0
219,5000,1,674,309,413,0,0
220,5000,1,681,309,412,0,0
221,5000,1,687,305,414,0,0
222,5000,1,690,305,412,0,0
223,5000,1,679,295,411,0,0
224,5000,1,689,295,405,0,0
225,5000,1,682,294,404,0,0
226,5000,1,681,292,404,0,0
227,5000,1,683,291,407,0,0
228,5000,1,692,289,406,0,0
229,5000,1,676,285,409,0,0
230,5000,1,671,283,410,0,0
231,5000,1,671,282,412,0,0
232,5000,1,672,281,411,0,0
233,5000,2,671,279,405,0,0
234,5000,2,676,279,410,0,0
235,5000,2,668,280,417,0,0
236,5000,2,663,280,417,0,0
237,5000,2,671,281,420,0,0
238,5000,2,659,278,422,0,0
239,5000,2,649,281,417,0,0
240,5000,2,662,280,422,0,0
241,5000,2,659,286,424,0,0
242,5000,2,671,288,426,0,0
243,5000,2,677,287,429,0,0
244,5000,2,688,292,429,0,0
245,5000,2,686,295,424,0,0
246,5000,2,689,301,428,0,0
247,5000,2,706,298,429,0,0
248,5000,2,702,297,430,0,0
249,5000,2,692,302,430,0,0
250,5000,2,700,300,430,0,0
251,5000,2,698,300,435,0,0
252,5000,2,699,299,440,0,0
253,5000,1,696,294,436,0,0
254,5000,1,697,290,434,0,0
255,5000,1,695,289,434,0,0
256,5000,1,694,290,437,0,0
257,5000,1,684,289,437,0,0
258,5000,1,680,287,443,0,0
259,5000,1,680,285,446,0,0
260,5000,1,670,286,444,0,0
261,5000,1,680,288,439,0,0
262,5000,1,682,284,440,0,0
263,5000,1,678,279,445,0,0
264,5000,1,671,280,443,0,0
265,5000,1,687,283,442,0,0
266,5000,1,689,283,445,0,0
267,5000,1,692,282,451,0,0
268,5000,1,691,277,451,0,0
269,5000,1,694,274,453,0,0
270,5000,1,694,279,455,0,0
271,5000,1,697,280,448,0,0
272,5000,1,696,278,447,0,0
273,5000,1,690,276,447,0,0
274,5000,1,687,275,447,0,0
275,5000,1,687,276,448,0,0
276,5000,1,691,275,452,0,0
277,5000,1,684,274,445,0,0
278,5000,1,688,274,448,0,0
279,5000,1,694,274,455,0,0
280,5000,1,705,275,459,0,0
281,5000,1,708,273,466,0,0
282,5000,1,702,272,463,0,0
283,5000,1,701,275,460,0,0
284,5000,1,703,271,464,0,0
285,5000,1,706,272,456,0,0
286,5000,1,710,276,458,0,0
287,5000,1,713,275,469,0,0
288,5000,1,715,274,466,0,0
289,5000,1,714,277,471,0,0
290,5000,1,711,273,472,0,0
291,5000,1,710,275,464,0,0
292,5000,1,700,274,460,0,0
293,5000,1,698,274,463,0,0
294,5000,1,697,274,459,0,0
295,5000,1,705,277,461,0,0
296,5000,1,706,277,456,0,0
297,5000,1,719,277,460,0,0
298,5000,1,718,278,464,0,0
299,5000,1,707,279,465,0,0
300,5000,1,708,282,463,0,0
301,5000,1,707,283,459,0,0
302,5000,1,707,285,458,0,0
303,5000,1,705,285,461,0,0
304,5000,1,690,285,464,0,0
305,5000,1,687,288,461,0,0
306,5000,1,682,288,456,0,0
307,5000,1,685,290,459,0,0
308,5000,1,688,281,459,0,0
309,5000,1,677,279,458,0,0
310,5000,1,668,278,458,0,0
311,5000,1,664,277,453,0,0
312,5000,1,660,277,450,0,0
313,5000,1,659,280,445,0,0
314,5000,1,662,276,441,0,0
315,5000,1,662,277,445,0,0
316,5000,1,666,276,436,0,0
317,5000,1,670,273,441,0,0
318,5000,1,670,273,447,0,0
319,5000,1,675,279,447,0,0
320,5000,1,674,279,448,0,0
321,5000,1,668,277,447,0,0
322,5000,1,673,277,445,0,0
323,5000,1,686,276,446,0,0
324,5000,1,690,278,452,0,0
325,5000,1,688,279,451,0,0
326,5000,1,690,275,456,0,0
327,5000,1,688,269,460,0,0
328,5000,1,700,267,460,0,0
329,5000,0,697,268,461,0,0
330,5000,0,705,269,454,0,0
331,5000,0,710,265,452,0,0
332,5000,0,712,264,449,0,0
333,5000,0,692,269,448,0,0
334,5000,0,686,268,441,0,0
335,5000,0,689,270,438,0,0
336,5000,0,705,271,438,0,0
337,5000,0,700,268,437,0,0
338,5000,0,701,267,434,0,0
339,5000,0,688,263,435,0,0
340,5000,0,694,266,427,0,0
341,5000,0,694,266,431,0,0
342,5000,0,694,269,430,0,0
343,5000,0,688,269,431,0,0
344,5000,0,686,270,430,0,0
345,5000,0,693,268,427,0,0
346,5000,0,691,268,427,0,0
347,5000,0,677,272,423,0,0
348,5000,0,669,273,423,0,0
349,5000,0,670,273,425,0,0
350,5000,0,669,274,422,0,0
351,5000,0,669,273,423,0,0
352,5000,0,659,274,424,0,0
353,5000,0,660,272,422,0,0
354,5000,0,675,273,417,0,0
355,5000,0,687,270,415,0,0
356,5000,0,687,272,413,0,0
357,5000,0,680,271,410,0,0
358,5000,0,677,269,403,0,0
359,5000,0,689,269,403,0,0
360,5000,0,684,269,407,0,0
361,5000,0,688,270,403,0,0
362,5000,0,696,268,405,0,0
363,5000,0,697,269,405,0,0
364,5000,0,704,269,406,0,0
365,5000,0,698,272,405,0,0
366,5000,0,692,271,401,0,0
367,5000,0,691,268,401,0,0
368,5000,0,706,267,407,0,0
369,5000,0,699,264,403,0,0
370,5000,0,697,261,399,0,0
371,5000,0,692,259,403,0,0
372,5000,0,682,260,403,0,0
373,5000,0,685,259,399,0,0
374,5000,0,692,261,398,0,0
375,5000,0,689,262,395,0,0
376,5000,0,691,266,395,0,0
377,5000,0,685,270,399,0,0
378,5000,0,679,268,403,0,0
379,5000,0,681,264,404,0,0
380,5000,0,686,262,401,0,0
381,5000,0,688,264,406,0,0
382,5000,0,698,269,415,0,0
383,5000,0,691,269,415,0,0
384,5000,0,688,267,418,0,0
385,5000,0,680,268,421,0,0
386,5000,0,684,271,418,0,0
387,5000,0,678,272,415,0,0
388,5000,0,680,274,415,0,0
389,5000,1,680,273,416,0,0
390,5000,1,699,276,415,0,0
391,5000,1,707,273,418,0,0
392,5000,1,700,276,420,0,0
393,5000,1,711,272,416,0,0
394,5000,1,710,273,418,0,0
395,5000,1,707,273,424,0,0
396,5000,1,697,276,427,0,0
397,5000,1,700,272,427,0,0
398,5000,1,692,269,431,0,0
399,5000,1,696,272,433,0,0
400,5000,1,712,272,433,0,0
401,5000,1,708,271,437,0,0
402,5000,1,711,267,438,0,0
403,5000,1,707,264,442,0,0
404,5000,1,698,265,439,0,0
405,5000,0,698,267,436,0,0
406,5000,0,692,262,436,0,0
407,5000,0,690,263,432,0,0
408,5000,0,690,266,436,0,0
409,5000,0,686,268,437,0,0
410,5000,0,698,269,434,0,0
411,5000,0,700,268,430,0,0
412,5000,0,696,267,430,0,0
413,5000,0,691,269,425,0,0
414,5000,0,689,270,425,0,0
415,5000,0,694,272,424,0,0
416,5000,0,686,270,421,0,0
417,5000,0,692,267,416,0,0
418,5000,0,685,266,414,0,0
419,5000,0,688,269,407,0,0
420,5000,0,689,266,407,0,0
421,5000,0,699,267,395,0,0
422,5000,0,708,267,411,0,0
423,5000,0,700,263,411,0,0
424,5000,0,698,265,409,0,0
425,5000,0,704,269,411,0,0
426,5000,0,693,268,411,0,0
427,5000,0,709,268,405,0,0
428,5000,0,703,266,404,0,0
429,5000,0,711,264,403,0,0
430,5000,0,711,265,396,0,0
431,5000,0,721,268,390,0,0
432,5000,0,729,273,390,0,0
433,5000,0,718,271,390,0,0
434,5000,0,716,277,387,0,0
435,5000,1,718,279,392,0,0
436,5000,1,716,276,393,0,0
437,5000,1,717,274,392,0,0
438,5000,1,715,280,395,0,0
439,5000,1,722,277,395,0,0
440,5000,1,724,279,391,0,0
441,5000,1,705,275,392,0,0
442,5000,1,706,279,390,0,0
443,5000,1,704,280,390,0,0
444,5000,1,708,280,387,0,0
445,5000,1,717,285,382,0,0
446,5000,1,717,285,381,0,0
447,5000,1,710,283,385,0,0
448,5000,1,707,284,383,0,0
449,5000,1,695,290,383,0,0
450,5000,1,690,293,380,0,0
451,5000,1,692,293,384,0,0
452,5000,1,696,294,388,0,0
453,5000,1,706,290,382,0,0
454,5000,1,707,289,385,0,0
455,5000,1,702,292,385,0,0
456,5000,1,713,292,383,0,0
457,5000,1,718,300,387,0,0
458,5000,1,711,300,390,0,0
459,5000,1,714,301,388,0,0
460,5000,1,704,305,390,0,0
461,5000,1,698,306,391,0,0
462,5000,1,687,306,398,0,0
463,5000,1,694,307,399,0,0
464,5000,1,697,309,400,0,0
465,5000,1,688,306,398,0,0
466,5000,1,697,302,394,0,0
467,5000,1,697,302,395,0,0
468,5000,1,698,299,391,0,0
469,5000,1,697,304,388,0,0
470,5000,1,695,305,388,0,0
471,5000,1,697,301,392,0,0
472,5000,1,699,297,394,0,0
473,5000,1,693,297,392,0,0
474,5000,1,690,301,395,0,0
475,5000,1,687,304,394,0,0
476,5000,1,686,309,394,0,0
477,5000,1,695,310,394,0,0
478,5000,1,687,309,394,0,0
479,5000,1,684,308,398,0,0
480,5000,1,663,311,399,0,0
481,5000,1,662,309,396,0,0
482,5000,1,665,317,397,0,0
483,5000,1,666,318,394,0,0
484,5000,1,677,317,398,0,0
485,5000,0,667,319,394,0,0
486,5000,0,667,316,396,0,0
487,5000,0,671,317,396,0,0
488,5000,0,676,317,394,0,0
489,5000,0,684,317,395,0,0
490,5000,0,667,316,396,0,0
491,5000,0,671,318,401,0,0
492,5000,0,685,311,405,0,0
493,5000,0,689,313,404,0,0
494,5000,0,698,313,404,0,0
495,5000,0,700,311,398,0,0
496,5000,0,692,316,396,0,0
497,5000,0,686,317,396,0,0
498,5000,0,692,317,390,0,0
499,5000,1,679,313,383,0,0
500,5000,1,668,313,382,0,0
501,5000,1,672,308,374,0,0
502,5000,1,674,302,372,0,0
503,5000,1,674,302,375,0,0
504,5000,1,689,299,374,0,0
505,5000,1,694,299,377,0,0
506,5000,1,693,300,381,0,0
507,5000,1,692,298,382,0,0
508,5000,1,698,294,388,0,0
509,5000,1,691,295,388,0,0
510,5000,1,689,300,390,0,0
511,5000,1,680,300,388,0,0
512,5000,1,670,302,389,0,0
513,5000,1,666,305,392,0,0
514,5000,1,667,305,394,0,0
515,5000,1,676,304,397,0,0
516,5000,1,676,301,395,0,0
517,5000,1,670,303,388,0,0
518,5000,1,673,303,380,0,0
519,5000,1,662,300,378,0,0
520,5000,1,663,299,384,0,0
521,5000,1,657,299,386,0,0
522,5000,1,650,299,389,0,0
523,5000,1,666,296,389,0,0
524,5000,1,667,297,394,0,0
525,5000,1,667,297,401,0,0
526,5000,1,668,295,404,0,0
527,5000,1,661,293,402,0,0
528,5000,1,654,296,406,0,0
529,5000,1,652,289,405,0,0
530,5000,1,651,292,403,0,0
531,5000,1,672,291,405,0,0
532,5000,1,674,290,406,0,0
533,5000,1,688,287,403,0,0
534,5000,1,684,286,399,0,0
535,5000,1,677,292,402,0,0
536,5000,1,684,293,399,0,0
537,5000,1,687,294,396,0,0
538,5000,1,682,293,395,0,0
539,5000,1,686,291,396,0,0
540,5000,1,691,287,395,0,0
541,5000,1,688,286,396,0,0
542,5000,1,698,285,394,0,0
543,5000,1,696,287,401,0,0
544,5000,1,699,284,399,0,0
545,5000,1,699,283,396,0,0
546,5000,1,693,282,396,0,0
547,5000,1,708,276,399,0,0
548,5000,1,699,279,397,0,0
549,5000,1,707,283,395,0,0
550,5000,1,699,287,391,0,0
551,5000,1,696,282,393,0,0
552,5000,1,706,286,390,0,0
553,5000,1,701,284,390,0,0
554,5000,1,697,284,392,0,0
555,5000,1,704,284,390,0,0
556,5000,1,704,282,391,0,0
557,5000,1,685,282,384,0,0
558,5000,1,680,283,384,0,0
559,5000,1,694,280,388,0,0
560,5000,1,698,276,382,0,0
561,5000,1,693,277,385,0,0
562,5000,1,701,279,388,0,0
563,5000,1,702,280,383,0,0
564,5000,1,710,285,388,0,0
565,5000,1,710,286,386,0,0
566,5000,1,720,289,384,0,0
567,5000,1,722,290,387,0,0
568,5000,1,713,287,387,0,0
569,5000,1,715,286,384,0,0
570,5000,1,703,286,385,0,0
571,5000,1,706,290,383,0,0
572,5000,1,701,288,379,0,0
573,5000,1,689,286,381,0,0
574,5000,1,684,285,382,0,0
575,5000,1,686,284,381,0,0
576,5000,1,677,284,384,0,0
577,5000,1,690,287,391,0,0
578,5000,1,695,290,393,0,0
579,5000,1,698,286,389,0,0
580,5000,1,694,288,398,0,0
581,5000,1,695,286,401,0,0
582,5000,1,706,283,399,0,0
583,5000,1,693,288,404,0,0
584,5000,1,686,287,407,0,0
585,5000,1,693,286,405,0,0
586,5000,1,706,290,402,0,0
587,5000,1,704,292,403,0,0
588,5000,1,709,291,411,0,0
589,5000,1,697,292,410,0,0
590,5000,1,704,293,407,0,0
591,5000,1,727,294,409,0,0
592,5000,1,724,290,409,0,0
593,5000,1,723,288,403,0,0
594,5000,1,728,288,407,0,0
595,5000,1,734,289,411,0,0
596,5000,1,728,291,413,0,0
597,5000,1,733,288,415,0,0
598,5000,1,728,284,412,0,0
599,5000,1,720,285,410,0,0
600,5000,1,727,286,411,0,0
601,5000,1,718,282,411,0,0
602,5000,1,712,279,410,0,0
603,5000,1,718,278,414,0,0
604,5000,1,708,276,418,0,0
605,5000,1,703,276,419,0,0
606,5000,1,707,271,422,0,0
607,5000,1,708,271,420,0,0
608,5000,1,709,271,422,0,0
609,5000,1,724,273,414,0,0
610,5000,1,719,274,415,0,0
611,5000,1,704,276,414,0,0
612,5000,1,701,278,414,0,0
613,5000,1,710,274,419,0,0
614,5000,1,703,277,428,0,0
615,5000,1,694,279,428,0,0
616,5000,1,688,273,422,0,0
617,5000,1,690,268,421,0,0
618,5000,1,691,273,422,0,0
619,5000,1,684,276,424,0,0
620,5000,1,694,276,429,0,0
621,5000,1,685,276,435,0,0
622,5000,1,689,278,431,0,0
623,5000,2,684,278,426,0,0
624,5000,2,685,277,430,0,0
625,5000,2,676,277,427,0,0
626,5000,2,669,278,425,0,0
627,5000,2,679,283,423,0,0
628,5000,2,688,278,422,0,0
629,5000,2,686,277,426,0,0
630,5000,2,676,272,423,0,0
631,5000,2,679,272,426,0,0
632,5000,2,676,274,429,0,0
633,5000,2,669,276,427,0,0
634,5000,2,663,281,426,0,0
635,5000,2,662,281,430,0,0
636,5000,2,659,284,422,0,0
637,5000,2,652,281,424,0,0
638,5000,2,657,283,428,0,0
639,5000,2,649,281,430,0,0
640,5000,2,658,279,429,0,0
641,5000,2,663,277,424,0,0
642,5000,2,678,277,417,0,0
643,5000,2,690,277,419,0,0
644,5000,2,694,274,418,0,0
645,5000,2,698,272,421,0,0
646,5000,2,705,280,421,0,0
647,5000,2,707,281,422,0,0
648,5000,2,713,283,425,0,0
649,5000,2,722,285,426,0,0
650,5000,2,711,285,430,0,0
651,5000,1,698,282,425,0,0
652,5000,0,690,283,425,0,0
653,5000,0,703,281,432,0,0
654,5000,0,698,281,433,0,0
655,5000,0,703,282,433,0,0
656,5000,0,695,284,435,0,0
657,5000,0,689,282,432,0,0
658,5000,0,675,282,438,0,0
659,5000,0,678,283,435,0,0
660,5000,0,690,283,435,0,0
661,5000,0,688,282,437,0,0
662,5000,0,692,282,430,0,0
663,5000,0,693,280,431,0,0
664,5000,0,691,281,428,0,0
665,5000,0,692,284,424,0,0
666,5000,0,692,284,422,0,0
667,5000,0,702,283,421,0,0
668,5000,0,705,287,416,0,0
669,5000,1,690,285,413,0,0
670,5000,1,692,284,408,0,0
671,5000,2,700,276,407,0,0
672,5000,2,694,277,407,0,0
673,5000,2,696,273,408,0,0
674,5000,2,693,272,402,0,0
675,5000,2,680,271,400,0,0
676,5000,2,675,269,404,0,0
677,5000,2,679,267,398,0,0
678,5000,2,675,264,398,0,0
679,5000,2,679,269,397,0,0
680,5000,1,686,273,400,0,0
681,5000,1,687,275,403,0,0
682,5000,1,678,274,404,0,0
683,5000,1,675,275,407,0,0
684,5000,1,664,275,410,0,0
685,5000,0,674,275,409,0,0
686,5000,0,666,275,411,0,0
687,5000,0,683,274,411,0,0
688,5000,0,692,277,408,0,0
689,5000,0,704,282,408,0,0
690,5000,0,699,281,411,0,0
691,5000,0,703,282,408,0,0
692,5000,0,711,276,407,0,0
693,5000,0,708,277,405,0,0
694,5000,0,696,278,405,0,0
695,5000,0,691,279,409,0,0
696,5000,0,694,278,408,0,0
697,5000,0,700,280,408,0,0
698,5000,0,692,281,402,0,0
699,5000,0,696,282,405,0,0
700,5000,0,694,283,403,0,0
701,5000,0,705,282,406,0,0
702,5000,0,692,279,409,0,0
703,5000,0,692,280,416,0,0
704,5000,0,695,284,414,0,0
705,5000,0,699,284,417,0,0
706,5000,0,708,281,415,0,0
707,5000,0,717,278,417,0,0
708,5000,1,710,276,414,0,0
709,5000,2,704,276,415,0,0
710,5000,3,697,278,420,0,0
711,5000,3,702,282,418,0,0
712,5000,3,703,281,420,0,0
713,5000,3,694,279,419,0,0
714,5000,3,694,282,420,0,0
715,5000,3,686,282,418,0,0
716,5000,3,686,284,419,0,0
717,5000,3,689,286,412,0,0
718,5000,3,686,286,415,0,0
719,5000,3,679,288,414,0,0
720,5000,3,673,290,409,0,0
721,5000,3,678,292,412,0,0
722,5000,3,683,289,419,0,0
723,5000,3,685,290,418,0,0
724,5000,3,676,292,417,0,0
725,5000,3,676,297,415,0,0
726,5000,3,682,295,411,0,0
727,5000,3,680,296,411,0,0
728,5000,3,661,292,419,0,0
729,5000,3,666,293,418,0,0
730,5000,3,657,291,426,0,0
731,5000,3,644,293,426,0,0
732,5000,3,648,290,416,0,0
733,5000,3,647,291,414,0,0
734,5000,3,637,292,413,0,0
735,5000,3,626,288,415,0,0
736,5000,3,618,289,411,0,0
737,5000,3,623,292,408,0,0
738,5000,3,625,293,403,0,0
739,5000,3,620,296,405,0,0
740,5000,3,630,297,410,0,0
741,5000,3,625,295,406,0,0
742,5000,3,637,291,410,0,0
743,5000,3,641,291,409,0,0
744,5000,3,654,294,409,0,0
745,5000,3,647,299,409,0,0
746,5000,3,654,302,404,0,0
747,5000,3,651,303,411,0,0
748,5000,3,647,304,413,0,0
749,5000,3,643,306,407,0,0
750,5000,3,634,304,412,0,0
751,5000,3,635,308,406,0,0
752,5000,3,652,312,405,0,0
753,5000,3,662,314,407,0,0
754,5000,3,659,313,401,0,0
755,5000,3,658,312,402,0,0
756,5000,3,673,309,398,0,0
757,5000,3,682,310,393,0,0
758,5000,3,681,310,392,0,0
759,5000,3,676,309,394,0,0
760,5000,3,688,306,400,0,0
761,5000,3,680,303,404,0,0
762,5000,3,680,307,402,0,0
763,5000,3,687,303,400,0,0
764,5000,3,685,305,395,0,0
765,5000,3,684,307,400,0,0
766,5000,3,684,309,401,0,0
767,5000,3,690,312,406,0,0
768,5000,3,694,311,405,0,0
769,5000,3,702,312,404,0,0
770,5000,3,692,313,405,0,0
771,5000,3,703,310,403,0,0
772,5000,3,701,311,403,0,0
773,5000,2,695,307,405,0,0
774,5000,2,700,303,404,0,0
775,5000,2,699,302,406,0,0
776,5000,2,700,305,406,0,0
777,5000,2,715,301,409,0,0
778,5000,2,711,306,420,0,0
779,5000,2,714,304,419,0,0
780,5000,2,710,303,417,0,0
781,5000,2,717,307,419,0,0
782,5000,2,702,304,418,0,0
783,5000,2,719,305,418,0,0
784,5000,2,720,306,424,0,0
785,5000,2,709,302,430,0,0
786,5000,2,718,302,425,0,0
787,5000,2,733,304,428,0,0
788,5000,2,737,304,427,0,0
789,5000,2,739,308,424,0,0
790,5000,2,737,313,425,0,0
791,5000,2,749,312,418,0,0
792,5000,2,752,310,425,0,0
793,5000,2,750,307,422,0,0
794,5000,2,754,305,423,0,0
795,5000,2,758,304,425,0,0
796,5000,2,753,300,425,0,0
797,5000,2,753,299,423,0,0
798,5000,2,757,295,421,0,0
799,5000,2,738,296,420,0,0
800,5000,2,731,297,419,0,0
801,5000,2,731,296,412,0,0
802,5000,2,728,294,407,0,0
803,5000,2,723,286,405,0,0
804,5000,2,708,283,396,0,0
805,5000,2,706,284,396,0,0
806,5000,2,708,284,398,0,0
807,5000,2,703,279,395,0,0
808,5000,2,706,279,391,0,0
809,5000,2,699,282,393,0,0
810,5000,2,693,284,399,0,0
811,5000,3,693,284,399,0,0
812,5000,3,694,285,401,0,0
813,5000,3,699,286,409,0,0
814,5000,3,708,286,410,0,0
815,5000,3,701,286,408,0,0
816,5000,3,693,283,418,0,0
817,5000,3,690,285,422,0,0
818,5000,3,701,285,420,0,0
819,5000,3,707,284,423,0,0
820,5000,2,710,283,428,0,0
